"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Abreu, Wilyer","677800","2025","7","60.9","0.9","0.9","-0.1","1.7","35.6","64","39"
"Acuña Jr., Ronald","660670","2025","-8","12.5","-1.9","-1.7","0.9","-2.7","31","40","5"
"Adell, Jo","666176","2025","-9","35.5","-2.8","-1.7","0.2","-4.2","29.9","62","22"
"Altuve, Jose","514888","2025","-5","21.1","-3","-0.7","0.3","-3.5","29.2","19","4"
"Andujar, Miguel","609280","2025","-3","26.3","-3.5","2.2","-2.1","-3.2","29.9","19","5"
"Anthony, Roman","701350","2025","5","71.4","0.2","1.3","-0.5","0.9","34","21","15"
"Arozarena, Randy","668227","2025","-5","41.9","-1.4","-0.9","0.3","-2","31.6","74","31"
"Bader, Harrison","664056","2025","7","68.7","1","-0.8","0.4","0.6","34.6","67","46"
"Baldwin, Brooks","681460","2025","-2","44.4","-1.4","0.6","-0.1","-1","32.5","36","16"
"Barger, Addison","680718","2025","1","56.3","0","1.2","-1.2","0","32.9","32","18"
"Barrosa, Jorge","678489","2025","4","66.7","1","1.8","-0.7","2.1","37.1","18","12"
"Beavers, Dylan","687637","2025","0","55.6","0.5","-1","0","-0.5","32.6","18","10"
"Beck, Jordan","687597","2025","-1","39.2","-0.2","-0.8","0.1","-0.9","31.6","74","29"
"Bellinger, Cody","641355","2025","4","54.1","1","-0.1","0.2","1.2","35.3","85","46"
"Benintendi, Andrew","643217","2025","-7","35.3","-2.2","-0.5","0","-2.8","31","34","12"
"Benson, Will","666181","2025","1","65.1","-0.6","-1.3","0","-1.9","31.8","43","28"
"Bleday, JJ","668709","2025","-5","39.7","0.1","0.3","-0.2","0.3","34.2","58","23"
"Brown, Seth","664913","2025","-1","30","-1.6","-1.1","0.5","-2.2","31.9","10","3"
"Burleson, Alec","676475","2025","-4","26.1","-3","-1.4","1.1","-3.3","30.3","23","6"
"Butler, Lawrence","671732","2025","1","48.4","-0.3","-0.9","0.2","-1","33.6","64","31"
"Buxton, Byron","621439","2025","0","50.9","0","-1.6","1","-0.6","34.8","57","29"
"Báez, Javier","595879","2025","2","70.6","1.2","1.5","-0.1","2.7","37.8","17","12"
"Caballero, José","676609","2025","1","50","1.1","1","-1.3","0.8","35","16","8"
"Caglianone, Jac","695506","2025","-6","36.7","-1.1","-0.7","-0.4","-2.2","30.1","30","11"
"Call, Alex","669743","2025","1","52.3","0.1","1.6","-0.3","1.3","35.7","44","23"
"Campero, Gustavo","672569","2025","-1","40","-0.4","-1.2","1","-0.5","33","10","4"
"Canario, Alexander","672744","2025","1","45.5","-0.4","0","0.2","-0.2","34.3","33","15"
"Canzone, Dominic","686527","2025","-4","37.5","-1.8","-1.6","0.7","-2.7","30.4","32","12"
"Carlson, Dylan","666185","2025","-3","28.2","-0.5","-1.2","0.9","-0.7","33.1","39","11"
"Carpenter, Kerry","681481","2025","-3","37","0","-1.2","0.8","-0.4","33","27","10"
"Carroll, Corbin","682998","2025","9","64","0.5","1.7","-1.3","1","34.9","75","48"
"Carter, Evan","694497","2025","2","63","0.2","-1.1","0.2","-0.7","33.6","27","17"
"Castellanos, Nick","592206","2025","-9","26.7","-2","0","-0.4","-2.4","31","60","16"
"Castro, Willi","650489","2025","-1","55","-1","-0.3","0.5","-0.8","32.6","20","11"
"Chourio, Jackson","694192","2025","3","47.6","0.3","1.1","-0.1","1.2","35.8","63","30"
"Church, Nathan","701675","2025","3","91.7","0.6","-0.8","0.7","0.5","36.2","12","11"
"Clarke, Denzel","672016","2025","11","73.3","2.1","-0.3","0.8","2.6","37","45","33"
"Clase, Jonatan","682729","2025","-2","35.7","-1.1","-1.7","0.4","-2.4","31.2","14","5"
"Collins, Isaac","686555","2025","4","51.9","1.4","4","-2.1","3.3","37.3","52","27"
"Conforto, Michael","624424","2025","-2","41.7","-2","-0.1","-0.3","-2.5","30.3","48","20"
"Conine, Griffin","665052","2025","0","25","1","1.8","-2.2","0.7","33.2","12","3"
"Cowser, Colton","681297","2025","-2","42.9","-0.8","-0.3","-0.5","-1.6","33.3","42","18"
"Crews, Dylan","686611","2025","1","49","0.9","0.8","-0.1","1.6","35.5","49","24"
"Crow-Armstrong, Pete","691718","2025","25","77.5","2.7","1.8","-0.3","4.1","38.9","80","62"
"Cruz, Oneil","665833","2025","-2","39.4","-0.4","-0.6","0.1","-0.9","33.8","71","28"
"Domínguez, Jasson","691176","2025","-10","30.9","-1.2","-1.1","0.5","-1.8","31.5","55","17"
"Doyle, Brenton","686668","2025","7","54.5","0.7","-1.2","0.9","0.4","35.1","99","54"
"Dubón, Mauricio","643289","2025","-1","58.3","-0.5","-0.4","0.3","-0.6","33.6","12","7"
"Duran, Jarren","680776","2025","1","51.7","0.4","0.9","-0.5","0.8","33.4","89","46"
"Fernández, Yanquiel","692585","2025","-1","30.8","-1.7","0.6","-0.1","-1.3","32.1","13","4"
"Fraley, Jake","641584","2025","-2","42.4","0.8","-0.3","-0.4","0.2","33.3","33","14"
"Frazier, Adam","624428","2025","-3","31.3","-0.3","0.2","-0.4","-0.5","33.6","16","5"
"Freeman, Tyler","671289","2025","-6","15.4","-2.8","-1.6","0.9","-3.5","30.1","26","4"
"Frelick, Sal","686217","2025","5","58.5","0.5","0.1","-0.1","0.5","35.1","65","38"
"Friedl, TJ","670770","2025","-1","45.1","-1.1","0","-0.3","-1.3","33","71","32"
"García, Adolis","666969","2025","4","51.4","0.7","0.5","0.3","1.5","35","72","37"
"Gilbert, Drew","687551","2025","3","62.5","0.8","1.2","-0.3","1.7","35.5","16","10"
"Greene, Riley","682985","2025","2","51.5","0","0.8","-0.3","0.5","34.6","68","35"
"Grichuk, Randal","545341","2025","0","23.1","-0.3","-0.6","-0.1","-1","32.2","13","3"
"Grisham, Trent","663757","2025","0","50.8","-0.8","1.3","-0.8","-0.2","34.5","63","32"
"Gurriel Jr., Lourdes","666971","2025","-3","42.9","-0.9","0.4","0","-0.5","33.1","49","21"
"Haggerty, Sam","664059","2025","-2","18.2","-1.9","-1.2","0.1","-3","31.1","11","2"
"Happ, Ian","664023","2025","-2","46.9","-0.5","-0.2","0.4","-0.3","33","64","30"
"Harris II, Michael","671739","2025","6","61.8","0.6","0.1","0","0.7","35.1","89","55"
"Hassell III, Robert","690987","2025","-2","47.6","0","0.1","-1","-0.8","33.3","21","10"
"Hays, Austin","669720","2025","-1","38.1","-0.4","-0.9","0","-1.3","31.8","21","8"
"Helman, Michael","680737","2025","2","70.8","1.3","-0.7","0.4","1.1","35.5","24","17"
"Hernández, Enrique","571771","2025","1","42.1","1.2","3.2","-1.3","3.1","37.2","19","8"
"Hernández, Heriberto","681715","2025","4","55.6","1.4","0.3","0","1.7","33.8","18","10"
"Hernández, Teoscar","606192","2025","-5","37.3","-0.6","-0.5","0.8","-0.3","32.9","67","25"
"Hill, Derek","656537","2025","4","81","0.8","1.5","-1.2","1.1","36.2","21","17"
"Hinds, Rece","677956","2025","-1","50","-0.1","-0.1","-0.4","-0.6","31.8","10","5"
"Hummel, Cooper","669450","2025","-1","33.3","-1.2","-1","-0.4","-2.6","29.6","12","4"
"Isbel, Kyle","664728","2025","9","65.2","1.2","2","-1.2","2","37","66","43"
"Jackson, Jeremiah","669236","2025","-2","37.5","0.3","0.4","-0.3","0.5","33.5","16","6"
"Jones, Nolan","666134","2025","-1","37.5","-0.6","-1.8","0.8","-1.7","31","40","15"
"Judge, Aaron","592450","2025","2","61.2","-0.1","-0.1","-0.1","-0.4","32.5","49","30"
"Keirsey Jr., DaShawn","680577","2025","1","50","-0.1","-1.5","0.9","-0.7","31.6","10","5"
"Kepler, Max","596146","2025","-1","45","-0.7","-1.1","0.9","-0.9","32.4","60","27"
"Kjerstad, Heston","677008","2025","-5","30","-3.4","-2.7","1.1","-5.1","27.4","20","6"
"Kwan, Steven","680757","2025","5","56.9","0.6","-0.8","0.7","0.5","34.2","72","41"
"Langford, Wyatt","694671","2025","8","62.5","1","0.2","0.2","1.4","35.6","80","50"
"Larnach, Trevor","663616","2025","-5","30.4","-1.7","-0.8","0.2","-2.2","31","23","7"
"Laureano, Ramón","657656","2025","-6","42.6","-0.5","0","0.1","-0.4","33","47","20"
"Lee, Jung Hoo","808982","2025","-3","39","-0.3","-0.2","-0.1","-0.6","34","59","23"
"Lile, Daylen","695734","2025","-6","21.4","-0.2","-0.8","0.4","-0.6","33.2","42","9"
"Lockridge, Brandon","663604","2025","3","72.7","2","0.5","0.1","2.6","36.6","22","16"
"Loftin, Nick","679845","2025","0","33.3","-0.5","-0.7","-0.4","-1.7","31.3","12","4"
"Loperfido, Joey","694388","2025","-1","40","-1","-1.5","0.9","-1.6","32","15","6"
"Lowe, Josh","666139","2025","-3","39.5","-0.8","-0.8","0.7","-0.9","32.4","38","15"
"Lugo, Matthew","683090","2025","-3","27.3","-3.8","-2.1","0.2","-5.6","28.6","11","3"
"Lukes, Nathan","664770","2025","2","50","-0.2","-0.5","0.5","-0.2","32.8","66","33"
"Lux, Gavin","666158","2025","-6","20","-2.8","-0.5","0","-3.3","31.2","25","5"
"Mangum, Jake","663968","2025","5","60","0.4","-0.3","-0.2","-0.1","34.1","40","24"
"Marsee, Jakob","805300","2025","4","70","0.3","1.8","-1","1.1","35.4","30","21"
"Marsh, Brandon","669016","2025","-2","45.6","0.3","-0.7","0.5","0","34.3","68","31"
"Marte, Noelvi","682622","2025","-2","36.8","-0.5","0.7","-0.2","0","33.3","19","7"
"Martin, Austin","668885","2025","1","52.9","0.1","-0.9","0.6","-0.3","34.4","17","9"
"Martínez, Angel","682657","2025","-3","43.6","-0.8","-0.7","0.4","-1","33.4","39","17"
"Matos, Luis","682641","2025","-5","34.6","-0.5","-0.4","-0.5","-1.4","30.7","26","9"
"McCarthy, Jake","664983","2025","2","46.7","0.7","0.3","-0.5","0.6","34.3","30","14"
"McCormick, Chas","676801","2025","1","50","0.4","0.1","0.3","0.9","35.1","22","11"
"McKinstry, Zach","656716","2025","0","50","1","2.3","-1.3","2","36.5","16","8"
"McNeil, Jeff","643446","2025","-1","29.4","0.5","-0.1","0.4","0.8","34.8","17","5"
"Meadows, Parker","678009","2025","2","66.7","0.8","1.9","-1.2","1.4","36.4","33","22"
"Melton, Jacob","689200","2025","2","54.5","1.8","-0.1","0.6","2.4","37.6","11","6"
"Merrill, Jackson","701538","2025","1","50.9","0.3","0.3","-0.7","0","35.2","57","29"
"Meyers, Jake","676694","2025","8","67.8","0.3","-0.1","0.5","0.7","35.4","59","40"
"Misner, Kameron","670224","2025","4","69.6","1","0.6","0.2","1.8","36.2","23","16"
"Mitchell, Garrett","669003","2025","4","81.3","1.5","-1.1","0.7","1","35.6","16","13"
"Moniak, Mickey","666160","2025","-6","39.4","-0.8","-1","0.2","-1.6","32.6","66","26"
"Moore, Dylan","664238","2025","-4","18.2","-1.5","-1.4","0.2","-2.8","30.6","11","2"
"Morel, Christopher","666624","2025","-3","36","-1.2","-0.9","0.1","-2.4","31.4","25","9"
"Mullins, Cedric","656775","2025","1","43.1","-0.3","-1.1","0.9","-0.5","34.1","65","28"
"Myers, Dane","667472","2025","3","55.8","0.7","1.7","-0.7","1.6","35.9","43","24"
"Nimmo, Brandon","607043","2025","-3","39","-0.4","-0.3","0.4","-0.3","32.9","59","23"
"Noel, Jhonkensy","678877","2025","-2","41.2","-1","-0.1","-0.3","-1.4","31","17","7"
"Nootbaar, Lars","663457","2025","-2","36.2","-1.2","-0.9","0.4","-1.7","31.3","58","21"
"O'Hearn, Ryan","656811","2025","-1","18.2","0","-1","0.7","-0.3","33.8","11","2"
"O'Neill, Tyler","641933","2025","-2","21.1","-0.8","-0.7","0.8","-0.8","32.6","19","4"
"Osuna, Alejandro","696030","2025","-1","56","-0.4","0.1","-0.3","-0.6","33.4","25","14"
"Outman, James","681546","2025","1","50","0.8","-0.8","0.3","0.2","33.4","26","13"
"Pages, Andy","681624","2025","7","59.8","1.4","0.8","-0.1","2.1","36.2","82","49"
"Palacios, Joshua","641943","2025","-2","33.3","-0.5","0.3","-0.9","-1.1","32.4","12","4"
"Perkins, Blake","663368","2025","0","40","1","0.4","-0.1","1.3","34.6","15","6"
"Pham, Tommy","502054","2025","-1","48.1","0","-0.2","0","-0.1","33.2","54","26"
"Profar, Jurickson","595777","2025","-4","37.8","-1.8","0.3","-0.3","-1.9","32.2","37","14"
"Pérez, Wenceel","672761","2025","2","48.8","0.7","0.2","0.2","1","34.4","43","21"
"Rafaela, Ceddanne","678882","2025","19","72.4","2.7","3.4","-1","5.1","39.6","76","55"
"Ramos, Heliot","671218","2025","-6","34.2","-0.4","0","-0.4","-0.9","32.7","76","26"
"Rave, John","670231","2025","2","56","1.2","-1","0.1","0.2","33.4","25","14"
"Refsnyder, Rob","608701","2025","-1","25","0.8","0.3","0.4","1.5","35","12","3"
"Renfroe, Hunter","592669","2025","0","41.2","-0.1","0.6","-0.2","0.3","32.9","17","7"
"Reynolds, Bryan","668804","2025","-2","39","-0.9","-0.8","0.5","-1.1","31.7","59","23"
"Robert Jr., Luis","673357","2025","5","65.3","0.2","-0.6","0.3","0","35","49","32"
"Robles, Victor","645302","2025","-1","36.4","-0.5","-1.1","0.1","-1.5","31.5","22","8"
"Roden, Alan","702176","2025","1","52.4","0.3","-1.2","1.3","0.4","33.4","21","11"
"Rodríguez, Johnathan","671286","2025","-4","15.4","-1.6","-0.8","0.6","-1.8","32.6","13","2"
"Rodríguez, Julio","677594","2025","6","63.6","0.9","-1.3","0.7","0.3","35","88","56"
"Rojas, Johan","679032","2025","5","73.1","2.1","1.1","0.3","3.5","38.2","26","19"
"Rooker, Brent","667670","2025","-2","31.3","-2.1","-2.2","-0.5","-4.8","28.7","16","5"
"Sanoja, Javier","691594","2025","0","47.1","-1.9","1","-1.2","-2.1","31.2","17","8"
"Santander, Anthony","623993","2025","-2","30","-2.1","-1.9","1.2","-2.9","32","10","3"
"Schneemann, Daniel","682177","2025","1","56.3","0.7","0.7","0.4","1.8","36.2","16","9"
"Schneider, Davis","676914","2025","0","50","-0.5","-0.9","0.8","-0.7","32.5","16","8"
"Scott II, Victor","687363","2025","13","72.2","1.7","-1.2","0.9","1.4","36.1","79","57"
"Sheets, Gavin","657757","2025","-5","20.8","-2","-2.1","0.4","-3.8","29.5","24","5"
"Simpson, Chandler","802415","2025","-2","40","0.6","0.5","-0.7","0.3","34.5","45","18"
"Slater, Austin","596103","2025","2","72.7","0.8","-0.3","-0.2","0.3","33.2","11","8"
"Smith, Cam","701358","2025","0","51.7","1","0.2","-0.2","1.1","35.2","60","31"
"Soderstrom, Tyler","691016","2025","3","54.5","0.3","0.1","0.1","0.5","34.3","55","30"
"Soler, Jorge","624585","2025","-4","9.1","-5","-1.4","-0.1","-6.5","26.3","11","1"
"Soto, Juan","665742","2025","-10","27.9","-1.2","-0.5","0.2","-1.6","31.8","61","17"
"Springer, George","543807","2025","-4","27.8","-2.3","-0.6","-0.9","-3.8","29","18","5"
"Stowers, Kyle","669065","2025","-2","36.7","-1","0.5","-0.4","-1","32.7","49","18"
"Straw, Myles","664702","2025","8","65.3","0.6","0.2","0.4","1.2","35.8","49","32"
"Suwinski, Jack","669261","2025","0","50","0.3","-0.3","-0.2","-0.1","33.8","24","12"
"Suzuki, Seiya","673548","2025","1","53.8","1","0.7","0.1","1.7","35.6","26","14"
"Sánchez, Jesús","660821","2025","-1","50.9","0.1","1.3","-0.5","0.8","33.5","57","29"
"Tatis Jr., Fernando","665487","2025","6","58.9","0.6","-0.4","0.2","0.5","33.8","95","56"
"Tauchman, Mike","643565","2025","-1","50","-0.9","0.8","-0.5","-0.6","32.8","38","19"
"Taveras, Leody","665750","2025","0","54.3","-0.5","0.3","-0.8","-1","32.8","35","19"
"Tawa, Tim","694374","2025","1","58.3","1.3","-0.2","0.1","1.2","35","12","7"
"Taylor, Chris","621035","2025","-1","29.4","-1.8","-1.5","0.8","-2.5","31.3","17","5"
"Taylor, Michael A.","572191","2025","2","53.7","0.8","-0.1","0.2","0.8","35.2","41","22"
"Taylor, Tyrone","621438","2025","1","56.4","-0.2","-0.2","-0.4","-0.8","33.7","55","31"
"Teodosio, Bryce","669326","2025","8","71.4","2.4","1.3","0","3.7","38.6","35","25"
"Thomas, Alek","677950","2025","-2","46.6","-0.2","1.2","-1.5","-0.5","33.5","88","41"
"Thomas, Colby","687515","2025","-1","30.8","2.6","0.6","-0.7","2.5","36.8","13","4"
"Thomas, Lane","657041","2025","-1","58.8","-1.2","-1.3","0.2","-2.3","32.8","17","10"
"Tolbert, Tyler","686475","2025","0","70","0.1","0.6","0.1","0.8","35.2","10","7"
"Trammell, Taylor","666211","2025","0","46.2","0.7","0","0.2","0.8","35.5","26","12"
"Trout, Mike","545361","2025","0","50","0.4","-1.5","0.4","-0.1","32.1","10","5"
"Tucker, Kyle","663656","2025","-4","39","-0.9","-0.2","0.2","-0.9","32.1","59","23"
"Varsho, Daulton","662139","2025","6","66.7","2","1.1","0.1","3.2","37.3","39","26"
"Verdugo, Alex","657077","2025","-3","38.1","-1.6","0.2","-0.4","-1.8","32.5","21","8"
"Vierling, Matt","663837","2025","-1","47.1","0.7","0.5","0","1.1","35.8","17","8"
"Walker, Jordan","691023","2025","-6","31.9","-0.5","-0.5","-0.2","-1.2","31.3","47","15"
"Wallner, Matt","670242","2025","-5","21.1","-1.4","-0.8","0.4","-1.9","30.9","38","8"
"Ward, Taylor","621493","2025","0","43.3","-0.4","0","0.1","-0.3","32.4","67","29"
"Waters, Drew","671221","2025","-2","32.1","0.2","-0.9","0.4","-0.4","32.1","28","9"
"White, Eli","642201","2025","4","66.7","1.8","-0.4","0","1.4","35.1","24","16"
"Wiemer, Joey","686894","2025","2","90","1.4","2.4","-2.5","1.3","33.4","10","9"
"Wood, James","695578","2025","-8","28.3","-1.7","0.7","-1.1","-2.1","31.2","46","13"
"Yastrzemski, Mike","573262","2025","-2","44.4","1.1","-0.3","0.4","1.2","35","54","24"
"Young, Jacob","696285","2025","11","66.2","0.9","4.6","-3.5","2","36.5","68","45"